필드명	행정표준용어	매칭결과
	온라인디지털콘텐츠제작자	
	온라인서비스제공자	
	온실	
	온실가스	
	온실기체	
	온천	
	온톨로지	
	올리기	
	옴부즈만	
	옵션	
	옵션	
	옵션거래	
	옵티마이저	
	옹벽	
	와이	
	와이좌표	
	와전류	
	완공	
	완구	
	완급차	
	완납	
	완료	
	완료자	
	완비	
	완성	
	완장	
	완전	
	완전누적	
	완전미조립물품	
	완전생산기준	
	완전어음	
	완전자회사	
	완제	
	완제품	
	완화	
	완화곡선	
	왕래	
	왕복운동	
	왜	
	왜곡	
	외	
	외과	
	외관	
	외교	
	외교관면세매점	
	외교문서	
	외교통상부	
	외교행낭	
	외국	
	외국간행물	
	외국공사관	
	외국교육기관	
	외국대사관	
	외국도산절차	
	외국명	
	외국무역기	
	외국무역선	
	외국물품	
	외국민간원조단체	
	외국법인	
	외국보험회사	
	외국선박	
	외국어	
	외국연구기관	
	외국인	
	외국인내국세면세물품	
	외국인등록번호	
	외국인보호소	
	외국인보호실	
	외국인직접투자	
	외국인투자	
	외국인투자기업	
	외국인투자기업통관상담실	
	외국인투자촉진법	
	외국통화	
	외국투자가	
	외국학교법인	
	외국환	
	외국환거래법	
	외국환매도율	
	외국환신고대	
	외국환신고필증	
	외국환업무	
	외근	
	외래	
	외래키	
	외래환자	
	외모	
	외무공무원	
	외벽	
	외부	
	외부고시	
	외사	
	외상	
	외설	
	외자	
	외장	
	외장용기	
	외조부모	
	외주	
	외출	
	외피	
	외함	
	외항선	
	외화	
	외화등록	
	외화외상매출	
	외화증권	
	외화채권	
	외환	
	외환검사본청담당자	
	외환조사과	
	왼쪽	
	요건	
	요건승인시스템	
	요건확인	
	요구	
	요구서	
	요구자	
	요구조자	
	요금	
	요금계산	
	요금면제	
	요금문의	
	요금표	
	요령	
	요루	
	요법	
	요소	
	요식증권	
	요약	
	요양	
	요양기관	
	요업	
	요원	
	요율	
	요인	
	요인증권	
	요주의	
	요지	
	요철	
	요청	
	요청국	
	요청일	
	요청자	
	욕구	
	욕설	
	욕실	
	용기	
	용기가스소비자	
	용기집합설비	
	용기포장	
	용달	
	용대선	
	용도	
	용도구역	
	용도세율	
	용도외사용	
	용도지구	
	용도지역	
	용량	
	용모	
	용무	
	용법	
	용선	
	용선계약	
	용선계약선하증권	
	용선료	
	용선선사	
	용수	
	용수지	
	용수철	
	용어	
	용역	
	용역원가	
	용역위탁	
	용의자	
	용이	
	용인기준	
	용적	
	용적	
	용적중량증명서	
	용적톤	
	용접용기	
	용지	
	용품	
	용해	
	용해성	
	우	
	우대	
	우량	
	우려	
	우루과이라운드	
	우리나라	
	우리사주	
	우리사주조합	
	우마	
	우물	
	우범	
	우범성판별기법	
	우범자	
	우산	
	우선	
	우선권	
	우선변제	
	우선순위	
	우선주	
	우수	
	우수농산물관리	
	우수선수	
	우수지도자	
	우안	
	우유	
	우점종	
	우정	
	우정사업	
	우정사업조직	
	우주	
	우주개발	
	우주개발사업	
	우주국	
	우주물체	
	우주사고	
	우체국	
	우체국보험	
	우체국예금	
	우측	
	우편	
	우편물	
	우편물통관출장소	
	우편번호	
	우편소포수취증	
	우편송금환	
	우편요금	
	우편환	
	우표	
	우표류	
	우회	
	운고	
	운동	
	운동	
	운동장	
	운량	
	운반	
	운반선	
	운반업	
	운세	
	운송	
	운송계약	
	운송보험	
	운송비보험료지급가격	
	운송비지급가격	
	운송서류	
	운송약관	
	운송인	
	운송장	
	운송주선인	
	운송회사	
	운수	
	운수업자	
	운수종사자	
	운영	
	운영비용	
	운영수익	
	운영인	
	운영자	
	운영자원	
	운영체제	
	운용	
	운용자	
	운임	
	운임보험료포함가격	
	운임톤	
	운전	
	운전보안장치	
	운전사고	
	운전자	
	운전장애	
	운전제한조건	
	운하	
	운항	
	운항선사	
	운항중	
	운행	
	운행계통	
	운행장애	
	운형	
	운휴	
	울산	
	울산광역시	
	울산광역시남구	
	울산광역시동구	
	울산광역시북구	
	울산광역시울주군	
	울산광역시중구	
	울타리	
	워크숍	
	워크스테이션	
	워크아웃	
	워크플로우	
	원	
	원가	
	원가관리	
	원가대상	
	원가법	
	원거리	
	원격	
	원격시험장치	
	원격영상심판	
	원격영상재판	
	원격조정기	
	원격지통관	
	원격직업교육훈련	
	원격통신	
	원격훈련	
	원고	
	원고	
	원금	
	원내교섭단체	
	원동기	
	원동기장치자전거	
	원료	
	원료물질	
	원료물질취급자	
	원리금	
	원문	
	원본	
	원부	
	원사업자	
	원산지	
	원산지규정	
	원산지오인표시	
	원산지증명서	
	원산지증명서확인자료	
	원산지판정	
	원산지표시	
	원산지허위표시	
	원산지확인	
	원산지확인기준	
	원상변형작업	
	원상복구	
	원상태수출	
	원상태수출물품	
	원상회복	
	원상회복의무	
	원소스멀티유즈	
	원수	
	원시	
	원어	
	원예	
	원예작물	
	원유	
	원유	
	원인	
	원자력	
	원자력발전	
	원자력사고	
	원자력사업자	
	원자력손해	
	원자력시설	
	원자력이용시설	
	원자로	
	원자로냉각재압력경계	
	원자재	
	원장	
	원재료	
	원재료수불대장	
	원적	
	원전	
	원점	
	원제	
	원조	
	원천	
	원천세	
	원천지	
	원천징수	
	원천징수세	
	원칙	
	원판	
	원형	
	원호대상자	
	원화	
	월	
	월간	
	월계	
	월고정급	
	월급	
	월동	
	월드와이드웹	
	월류	
	월류턱	
	월말	
	월별	
	월보	
	월세	
	월요일	
	월일	
	월정	
	월중	
	월차	
	월차유급휴가	
	월초	
	웨어하우스	
	웨이브	
	웹	
	웹브라우저	
	웹서버	
	웹서비스	
	웹진	
	위급	
	위기	
	위기청소년	
	위도	
	위력	
	위령	
	위령탑	
	위문	
	위반	
	위반자	
	위배	
	위법	
	위법배당	
	위법처분	
	위부	
	위상	
	위생	
	위생관리용역업	
	위생사	
	위생업무	
	위성	
	위성궤도	
	위성망	
	위성정보	
	위성항법장치	
	위안부	
	위액	
	위약	
	위약금	
	위업	
	위원	
	위원장	
	위원회	
	위임	
	위임기관	
	위임명령	
	위임배서	
	위임자	
	위임장	
	위자료	
	위장	
	위젯	
	위조	
	위쪽	
	위촉	
	위치	
	위치기반서비스사업	
	위치정보	
	위치정보사업	
	위치정보시스템	
	위키	
	위탁	
	위탁가공무역	
	위탁감사	
	위탁경영	
	위탁교육	
	위탁급식	
	위탁기관	
	위탁기업	
	위탁기업체	
	위탁매매인	
	위탁어음	
	위탁연구기관	
	위탁자	
	위탁판매	
	위탁판매물품	
	위탁판매수출	
	위패봉안	
	위해	
	위해물	
	위해성	
	위험	
	위험관리	
	위험관리기법	
	위험군	
	위험도	
	위험도분석	
	위험물	
	위험물취급자	
	위험화물운반선	
	위협	
	위훈	
	윈도우	
	윗옷	
	유가	
	유가물	
	유가증권	
	유가증권매출	
	유가증권모집	
	유가증권시장	
	유고	
	유골	
	유공	
	유공압기기	
	유공자	
	유관	
	유관기관	
	유권	
	유권자	
	유급휴가	
	유기	
	유기농업	
	유기물질	
	유기징역	
	유기화학	
	유기화합물	
	유네스코	
	유네스코활동	
	유닉스	
	유닛	
	유대	
	유도	
	유독물	
	유동	
	유동성	
	유동화자산	
	유동화전문회사	
	유동화증권	
	유락	
	유람선	
	유래	
	유량	
	유량계	
	유럽	
	유로	
	유료	
	유료도로	
	유료도로관리청	
	유료직업소개사업	
	유료화장실	
	유류	
	유류분	
	유류오염손해	
	유리	
	유리장섬유	
	유망	
	유모차	
	유무	
	유무선	
	유물	
	유발	
	유별	
	유보	
	유비쿼터스	
	유사	
	유사군용장구	
	유사누적	
	유사도	
	유사물품	
	유사석유제품	
	유사수신행위	
	유사의장	
	유산	
	유상	
	유상계약	
	유상증자	
	유선	
	유선사업	
	유속	
	유수	
	유수지	
	유실	
	유실물	
	유아	
	유액	
	유어	
	유언	
	유엔	
	유엔개발계획	
	유엔국제법위원회	
	유엔무역개발회의	
	유역	
	유역환경청	
	유예	
	유용	
	유원	
	유원지	
	유의	
	유익	
	유인	
	유인이익	
	유일	
	유일식별자	
	유입	
	유저	
	유적	
	유전	
	유전자	
	유전자검사	
	유전자변형농산물	
	유전자변형생물체	
	유전자변형수산물	
	유전자변형식품	
	유전자변형종자	
	유전자은행	
	유전자재조합	
	유전자치료	
	유전정보	
	유전체	
	유정	
	유제품	
	유조선	
	유족	
	유족급여	
	유족보상	
	유족연금	
	유죄	
	유증	
	유지	
	유지관리	
	유지보수	
	유지보수관리	
	유지청구권	
	유창	
	유창청소업	
	유체	
	유출	
	유충	
	유치	
	유치	
	유치권	
	유치수수료	
	유치원	
	유치자	
	유치증	
	유치지역	
	유턴	
	유통	
	유통단지	
	유통단지개발사업	
	유통단지관리	
	유통망	
	유통산업	
	유통시설	
	유통업	
	유통업태	
	유통전문회사	
	유통증권	
	유통표준전자문서	
	유통표준코드	
	유틸리티	
	유포	
	유학	
	유한책임	
	유한회사	
	유해	
	유해가스	
	유해간행물	
	유해동물	
	유해사이트	
	유해성	
	유해식물	
	유해액체물질	
	유해야생동물	
	유해요인	
	유해화학물질	
	유행	
	유행성	
	유형	
	유효	
	유효기일	
	유효성분	
	유휴	
	유휴지	
	유흥	
	유희	
	육	
	육교	
	육군	
	육림	
	육상	
	육상골재	
	육상교통	
	육성	
	육아	
	육아휴직	
	육양	
	육운	
	육종	
	육지	
	윤달	
	윤락행위	
	윤리	
	윤축	
	윤활유	
	율	
	융자	
	융자금	
	융통어음	
	융통증권	
	융합	
	은닉	
	은밀	
	은폐	
	은행	
	은행국제코드	
	은행나무	
	은행신용조회처	
	은행업	
	은행연합회	
	은행지급보증	
	은행지주회사	
	을종사태	
	음란	
	음력	
	음료수	
	음반	
	음성	
	음수	
	음수대	
	음식	
	음식점	
	음악	
	음악당	
	음영	
	음용	
	음주	
	음향	
	읍	
	읍면동	
	응고성물질	
	응급	
	응급구조사	
	응급실	
	응급의료	
	응급의료기관	
	응급의료종사자	
	응급조치	
	응급처치	
	응급환자	
	응급환자이송업	
	응답	
	응답시간	
	응답자	
	응대	
	응력	
	응모	
	응모자	
	응분	
	응시	
	응시자	
	응용	
	응집제	
	응착	
	응찰	
	의견	
	의견서	
	의견제출	
	의견조회	
	의견진술	
	의결	
	의결권	
	의결권주	
	의결서	
	의경	
	의과대학	
	의논	
	의도	
	의량	
	의례	
	의뢰	
	의뢰서	
	의뢰인	
	의뢰자	
	의료	
	의료급여기관	
	의료기관	
	의료기관세탁물	
	의료기기	
	의료기기취급자	
	의료보험	
	의료비	
	의료시설	
	의료인	
	의류	
	의무	
	의무경찰	
	의무교육	
	의무이행요구	
	의무자	
	의무화	
	의문	
	의문사	
	의미	
	의사	
	의사결정지원시스템	
	의상	
	의석	
	의식	
	의식	
	의심	
	의안	
	의약	
	의약분업	
	의약외품	
	의약품	
	의용	
	의원	
	의자	
	의장	
	의장권	
	의장대	
	의전	
	의정	
	의정서	
	의제	
	의제	
	의제기간	
	의제사항	
	의제상인	
	의존	
	의존도	
	의학	
	의학용	
	의향	
	의회	
	이	
	이격	
	이견	
	이고	
	이공계	
	이공학	
	이관	
	이관년도	
	이관자	
	이내	
	이념	
	이념	
	이더넷	
	이동	
	이동성	
	이동전화	
	이동전화번호	
	이동통신	
	이동편의시설	
	이동평균	
	이동화장실	
	이러닝	
	이러닝사업자	
	이러닝산업	
	이러닝콘텐츠	
	이력	
	이론	
	이륜	
	이름	
	이리듐	
	이매뉴얼	
	이메일	
	이면	
	이모티콘	
	이물질	
	이미지	
	이미지ID	
	이미지목록	
	이미지통합전략	
	이미지품질점수	
	이민	
	이민정책	
	이번	
	이벤트	
	이사	
	이사물품	
	이사자	
	이산가족	
	이산화질소	
	이산화탄소	
	이산화황	
	이상	
	이상	
	이설	
	이송	
	이수	
	이수자	
	이수제	
	이슈	
	이슈관리	
	이슬	
	이식	
	이식용수산물	
	이야기	
	이양	
	이연자산	
	이온	
	이온교환막식기계제법	
	이용	
	이용기관	
	이용업	
	이용자	
	이웃	
	이원화	
	이월	
	이월과세	
	이유	
	이윤	
	이율	
	이의	
	이의신청	
	이의신청서	
	이익	
	이익금	
	이익배당	
	이익준비금	
	이임	
	이자	
	이자소득	
	이자율	
	이자채권	
	이장	
	이재민	
	이적	
	이전	
	이전	
	이전가격	
	이전등기	
	이전비	
	이정	
	이정표	
	이종이식	
	이주	
	이주민	
	이중	
	이중과세	
	이중매매	
	이중신고	
	이중압류	
	이중화	
	이직	
	이진수	
	이차	
	이차보전금	
	이첩	
	이체	
	이체계좌	
	이체자	
	이탈	
	이탈자	
	이하	
	이하선염	
	이항분포	
	이해	
	이해관계인	
	이행	
	이행	
	이행과제	
	이행불능	
	이혼	
	이화학	
	이후	
	익금	
	익년	
	익명	
	익명조합	
	익스포트	
	익월	
	익일	
	인	
	인	
	인가	
	인간	
	인감	
	인건비	
	인계	
	인공	
	인공수초섬	
	인공위성	
	인공임신중절수술	
	인공증식	
	인구	
	인구고령화	
	인구집중유발시설	
	인구총조사	
	인권	
	인권옹호	
	인근	
	인기	
	인당	
	인덱스	
	인도	
	인도명령	
	인도범죄	
	인도자	
	인도장	
	인도조약	
	인도증권	
	인도지시서	
	인도확인서명	
	인력	
	인멸	
	인명	
	인문	
	인물	
	인물정보	
	인바운드	
	인보험	
	인부	
	인사	
	인사말	
	인사정책지원시스템	
	인삼	
	인삼류	
	인삼류제조	
	인삼류제품	
	인상	
	인세	
	인센티브	
	인쇄	
	인쇄문화산업	
	인쇄물	
	인쇄소	
	인쇄인	
	인수	
	인수공통전염병	
	인수모집	
	인수은행	
	인수인	
	인수일자	
	인수자	
	인스턴스	
	인식	
	인신공격	
	인영	
	인용	
	인원	
	인입	
	인자	
	인재	
	인재	
	인적	
	인적자원	
	인적자원개발	
	인적자원관리	
	인적재난	
	인적정보	
	인접	
	인정	
	인정서	
	인조	
	인종	
	인증	
	인증서	
	인증서	
	인증자	
	인증표시	
	인지	
	인지도	
	인지세	
	인질	
	인척	
	인천	
	인천광역시	
	인천광역시강화군	
	인천광역시계양구	
	인천광역시남구	
	인천광역시남동구	
	인천광역시동구	
	인천광역시부평구	
	인천광역시서구	
	인천광역시연수구	
	인천광역시옹진군	
	인천광역시중구	
	인체	
	인체조직	
	인출	
	인코딩	
	인터넷	
	인터넷뱅킹	
	인터넷신문	
	인터넷신문사업자	
	인터넷전화	
	인터넷주소	
	인터넷주소관리기관	
	인터넷주소관리대행자	
	인터넷주소사용자	
	인터넷주소자원	
	인터럽트	
	인터뷰	
	인터페이스	
	인터폰	
	인턴	
	인테리어	
	인트라넷	
	인프라	
	인플루엔자	
	인하	
	인화	
	인화점	
	일	
	일	
	일가	
	일가창립	
	일간	
	일간신문	
	일계	
	일과	
	일괄	
	일괄입찰	
	일괄작업	
	일급	
	일기	
	일기도	
	일람불신용장	
	일람출급어음	
	일람표	
	일련	
	일련번호	
	일류	
	일몰	
	일문	
	일반	
	일반건강진단	
	일반경쟁입찰	
	일반담보	
	일반대리점	
	일반대형공사	
	일반도로	
	일반도시가스사업	
	일반보세구역	
	일반사면	
	일반사무수탁회사	
	일반세탁물	
	일반신고특송물품	
	일반신용장	
	일반압수물	
	일반용	
	일반용전기설비	
	일반의약품	
	일반인	
	일반직공무원	
	일반철도	
	일반철도차량	
	일반측량	
	일반통계	
	일반특혜관세	
	일반특혜관세제도	
	일반판매소	
	일반화물터미널사업	
	일방	
	일변동	
	일별	
	일본	
	일본공업규격	
	일부	
	일부보험	
	일부상소	
	일사	
	일사부재리	
	일산화질소	
	일산화탄소	
	일상	
	일수	
	일시	
	일시불	
	일시양륙화물	
	일시정지	
	일시차입금	
	일식	
	일어	
	일요일	
	일용	
	일용근로자	
	일용직	
	일일	
	일자	
	일정	
	일정	
	일정거래분야	
	일제검사	
	일조	
	일지	
	일직	
	일직자	
	일차	
	일치	
	일평균	
	일할	
	일회성	
	일회용품	
	읽기	
	임검	
	임계값	
	임계속도	
	임계치	
	임관	
	임금	
	임금대장	
	임기	
	임대	
	임대가격	
	임대료	
	임대사업자	
	임대자	
	임대주택	
	임대차	
	임도	
	임면	
	임명	
	임목	
	임목육종	
	임무	
	임산공학	
	임산물	
	임산부	
	임상	
	임상심리	
	임시	
	임시개청	
	임시건강진단	
	임시시장	
	임시영치	
	임시작업	
	임시직	
	임신	
	임야	
	임업	
	임업인	
	임업총조사	
	임업후계자	
	임용	
	임용권자	
	임원	
	임의	
	임의경매절차	
	임의관할	
	임의소각	
	임의준비금	
	임의청산	
